call_number_id,facets
Lewis E M 42:1,Psalter|Song book|Musical notation|Bible|Biblical|German|Germany|Fragment
Lewis E M 42:2,Song book|Musical notation|Liturgy|Austria|Austrian|Fragment
Lewis E M 42:3,Austria|Austrian|Missal|Liturgy|Illustration|Fragment
Lewis E M 42:4-9,Gradual|Liturgy|Historiated initial|Poland|Polish|Fragment
Lewis E M 42:10,Song book|Musical notation|Italy|Italian|Illustration|Fragment
Lewis E M 42:10A,Song book|Musical notation|Austria|Austrian|German|Germany|Illustration|Fragment
Lewis E M 42:11,German|Germany|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 42:11A,Song book|Musical notation|German|Germany|Penwork initial|Fragment
Lewis E M 42:12-13,14th century|Antiphonary|Liturgy|Historiated initial|German|Germany|Fragment
Lewis E M 42:14,15th century|Collection of Sermons|Gospel Lectionary|Austria|Austrian|Historiated initial|Fragment
Lewis E M 42:15,14th century|Antiphonary|Liturgy|Belgium|Flemish|Historiated initial|Fragment
Lewis E M 42:16-16A,13th century|Gradual|Liturgy|England|English|Historiated initial|Illumination|Fragment
Lewis E M 42:16B,14th century|Antiphonary|Liturgy|Belgium|Flemish|Historiated initial|Fragment
Lewis E M 42:17,14th century|Antiphonary|Liturgy|Belgium|Flemish|Historiated initial|Fragment
Lewis E M 42:18-19,14th century|Pontifical|Liturgy|Historiated initial|French|France|Fragment
Lewis E M 42:19A,16th century|Belgium|Flemish|Book of Hours|Devotion|Illustration|Fragment
Lewis E M 42:20,15th century|Missal|Liturgy|Belgium|Flemish|Historiated initial|Fragment
Lewis E M 42:20A,15th century|Missal|Liturgy|Belgium|Flemish|Illustration|Fragment
Lewis E M 42:21,15th century|Book of Hours|Devotion|Belgium|Flemish|Illustration|Fragment
Lewis E M 42:22,15th century|Literature -- Prose|France|French|Illustration|Fragment
Lewis E M 42:23,15th century|Belgium|Flemish|Fragment|Illustration|Theology
Lewis E M 42:24-25,15th century|16th century|Belgium|Flemish|Gospel Lectionary|Liturgy|Illustration|Fragment
Lewis E M 42:26,Illumination|Fragment
Lewis E M 42:27A-B,16th century|Song book|Musical notation|Belgium|Flemish|Illustration|Fragment
Lewis E M 42:28a-d,15th century|Song book|Musical notation|German|Germany|Illustration|Fragment
Lewis E M 42:28A,15th century|Breviary|Liturgy|Netherlands|Dutch|Illustration|Illumination|Fragment
Lewis E M 42:29,16th century|Devotion|German|Germany|Illustration|Fragment
Lewis E M 43:2a,13th century|England|English|Bible|Biblical|Historiated initial|Fragment
Lewis E M 43:2b,13th century|England|English|Bible|Biblical|Historiated initial|Fragment
Lewis E M 43:2c,13th century|England|English|Bible|Biblical|Historiated initial|Fragment
Lewis E M 43:3,Bible|Biblical|Historiated initial|Fragment
Lewis E M 43:4,13th century|Bible|Biblical|Historiated initial|France|French|Fragment
Lewis E M 43:5,13th century|Bible|Biblical|Historiated initial|France|French|Fragment
Lewis E M 43:6,13th century|Bible|Biblical|Historiated initial|France|French|Fragment
Lewis E M 43:7,13th century|France|French|Illustration|Fragment
Lewis E M 43:7a,15th century|France|French|Illustration|Book of Hours|Devotion|Fragment
Lewis E M 43:8,15th century|France|French|Fragment|Genealogy|Chronicle|History
Lewis E M 43:9,15th century|France|French|Legal|Painting|Fragment
Lewis E M 43:9a,15th century|Bible|Biblical|Illustration|Belgium|Flemish|Fragment
Lewis E M 43:9b,15th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 43:10,15th century|Historiated initial|France|French|Book of Hours|Devotion|Fragment
Lewis E M 43:11,16th century|France|French|Book of Hours|Devotion|Illustration|Fragment
Lewis E M 43:12,15th century|France|French|Song book|Musical notation|Illustration|Illumination|Historiated initial|Fragment
Lewis E M 43:13,15th century|France|French|Gradual|Liturgy|Illustration|Illumination|Historiated initial|Fragment
Lewis E M 43:14,15th century|France|French|Gradual|Liturgy|Illustration|Illumination|Historiated initial|Fragment
Lewis E M 43:15,15th century|France|French|Gradual|Liturgy|Fragment
Lewis E M 43:16,15th century|France|French|Gradual|Liturgy|Fragment
Lewis E M 43:17,15th century|France|French|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 43:18,15th century|France|French|Gradual|Liturgy|Fragment
Lewis E M 43:19,15th century|France|French|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 43:1a,12th century|Antiphonary|Liturgy|France|French|Illustration|Illumination|Fragment
Lewis E M 43:1b,13th century|Illumination|Song book|Musical notation|Fragment|France|French
Lewis E M 43:1c-e,13th century|14th century|France|French|Missal|Liturgy|Historiated initial|Fragment
Lewis E M 43:1f,Illumination|Song book|Musical notation|Fragment
Lewis E M 43:1g,Illumination|Song book|Musical notation|Fragment
Lewis E M 43:20,16th century|Spain|Spanish|Historiated initial|Gradual|Liturgy|Fragment
Lewis E M 43:21,16th century|France|French|Liturgy|Illustration|Fragment
Lewis E M 43:22a,16th century|France|French|Illustration|Fragment
Lewis E M 43:22b,15th century|France|French|Illustration|Illumination|Fragment
Lewis E M 43:22c,15th century|France|French|Illustration|Illumination|Fragment
Lewis E M 43:23a,16th century|France|French|Illustration|Fragment
Lewis E M 43:23b,15th century|France|French|Illustration|Illumination|Fragment
Lewis E M 43:23c,15th century|France|French|Illustration|Illumination|Fragment
Lewis E M 43:24,16th century|Historiated initial|France|French|Fragment
Lewis E M 43:25,16th century|Spain|Spanish|Historiated initial|Gradual|Liturgy|Fragment
Lewis E M 44:1,Inhabited initial|Fragment
Lewis E M 44:2,Historiated initial|Fragment
Lewis E M 44:2A-3C,13th century|Psalter|Bible|Biblical|Germany|German|Fragment|Illustration
Lewis E M 44:4-5,15th century|Germany|German|Gradual|Liturgy|Illustration|Illumination|Fragment
Lewis E M 44:6,Illumination|Fragment
Lewis E M 44:6A-B,15th century|Illumination|Fragment|Musical notation|Fragment|Germany|German|Gradual|Liturgy
Lewis E M 44:7,16th century|Gradual|Liturgy|Germany|German|Historiated initial|Fragment
Lewis E M 44:8,16th century|Missal|Liturgy|Germany|German|Historiated initial|Fragment
Lewis E M 44:8A,15th century|Missal|Liturgy|Germany|German|Fragment
Lewis E M 44:9,15th century|Historiated initial|Germany|German|Antiphonary|Liturgy|Fragment
Lewis E M 44:9A,15th century|Germany|German|Musical notation|Song book|Historiated initial|Fragment
Lewis E M 44:10,15th century|Missal|Liturgy|Germany|German|Illustration|Fragment
Lewis E M 44:11,13th century|Missal|Liturgy|Germany|German|Illustration|Illumination|Fragment
Lewis E M 44:12,15th century|Germany|German|Illustration|Theology|Fragment
Lewis E M 44:13,12th century|Psalter|Biblical|Germany|German|Historiated initial|Fragment
Lewis E M 44:14,13th century|Psalter|Biblical|Germany|German|Illustration|Fragment
Lewis E M 44:15,14th century|Antiphonary|Liturgy|Illustration|Germany|German|Fragment
Lewis E M 44:16,14th century|Gradual|Liturgy|Germany|German|Illustration|Illumination|Fragment
Lewis E M 44:17,14th century|Missal|Liturgy|Germany|German|Historiated initial|Fragment
Lewis E M 44:18,16th century|Germany|German|Devotion|Historiated initial|Private devotional text|Fragment
Lewis E M 44:19,15th century|Gradual|Liturgy|Germany|German|Historiated initial|Fragment
Lewis E M 44:20-22,15th century|Gradual|Liturgy|Germany|German|Fragment
Lewis E M 44:23,15th century|Spain|Spanish|Breviary|Liturgy|Historiated initial|Fragment
Lewis E M 44:24,12th century|Bible|Biblical|Germany|German|Historiated initial|Fragment
Lewis E M 44:24A,15th century|Germany|German|Missal|Liturgy|Illustration|Illumination|Fragment
Lewis E M 44:25,15th century|Germany|German|Historiated initial|Song book|Musical notation|Fragment
Lewis E M 44:26,16th century|Germany|German|Historiated initial|Song book|Musical notation|Fragment
Lewis E M 44:27-28,12th century|Psalter|Biblical|Gospels|Turkey|Byzantine|Illustration|Fragment
Lewis E M 45:1,14th century|Song book|Musical notation|Italian|Italy|Gospels|Illumination|Fragment
Lewis E M 45:2,13th century|14th century|Legal|Illustration|Italian|Italy|Christian|Fragment
Lewis E M 45:3,Illumination|Fragment
Lewis E M 45:4,14th century|Italian|Italy|Song book|Musical notation|Painting|Liturgy|Fragment
Lewis E M 45:5,Illumination|Fragment
Lewis E M 45:6-10,14th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis E M 45:11,15th century|Italian|Italy|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 45:12,Illumination|Fragment
Lewis E M 45:13,15th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 45:14,13th century|Antiphonary|Liturgy|Italian|Italy|Historiated initial|Fragment
Lewis E M 45:15-25,15th century|Song book|Musical notation|Psalter|Biblical|Fragment
Lewis E M 45:25,Illumination|Fragment
Lewis E M 45:26,Illumination|Fragment
Lewis E M 45:27,Illumination|Fragment
Lewis E M 45:28,Illumination|Fragment
Lewis E M 46:1a,12th century|Italian|Italy|Historiated initial|Saint's Life|Biography|Fragment
Lewis E M 46:1b,11th century|Bible|Biblical|Commentary|Illustration|Illumination|Fragment
Lewis E M 46:1c,12th century|Italian|Italy|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 46:2,Illumination|Fragment
Lewis E M 46:3a-c,13th century|Antiphonary|Liturgy|Italian|Italy|Historiated initial|Fragment
Lewis E M 46:4,14th century|Italian|Italy|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 46:5a-b,14th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 46:6,14th century|Gradual|Italy|Italian|Liturgy|Antiphonary|Illustration|Illumination|Fragment
Lewis E M 46:7,14th century|15th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 46:8,15th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 46:9,15th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 46:10,15th century|Breviary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 46:11,15th century|Italy|Italian|Hymnal|Liturgy|Historiated initial|Fragment
Lewis E M 46:12,15th century|Italy|Italian|Hymnal|Liturgy|Historiated initial|Fragment
Lewis E M 46:13,16th century|Missal|Liturgy|Italy|Italian|Illustration|Painting|Fragment
Lewis E M 46:14,14th century|Italy|Italian|Historiated initial|Antiphonary|Liturgy|Fragment
Lewis E M 46:15,13th century|14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 46:16,15th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 46:17,15th century|Italy|Italian|Missal|Liturgy|Historiated initial|Fragment
Lewis E M 46:18,14th century|Italy|Italian|Gradual|Historiated initial|Liturgy|Fragment
Lewis E M 46:19,13th century|14th century|Italy|Italian|Gradual|Historiated initial|Liturgy|Fragment
Lewis E M 47:1,14th century|Italy|Italian|Gradual|Historiated initial|Liturgy|Fragment
Lewis E M 47:2,13th century|Italy|Italian|Gradual|Historiated initial|Liturgy|Fragment
Lewis E M 47:3,13th century|Song book|Musical notation|Italy|Italian|Historiated initial|Fragment
Lewis E M 47:3A,14th century|Italy|Italian|Gradual|Historiated initial|Liturgy|Fragment
Lewis E M 47:4,16th century|Italy|Italian|Dogale|Illumination|Illustration|Fragment
Lewis E M 47:5,16th century|Italy|Italian|Dogale|Illumination|Illustration|Fragment
Lewis E M 47:6,16th century|Italy|Italian|Dogale|Illumination|Illustration|Fragment
Lewis E M 47:7,16th century|Italy|Italian|Dogale|Illustration|Fragment
Lewis E M 47:8,16th century|Italy|Italian|Dogale|Illustration|Fragment
Lewis E M 47:9,16th century|Italy|Italian|Dogale|Illustration|Illumination|Fragment
Lewis E M 47:10,Illumination|Fragment
Lewis E M 47:11,16th century|Italy|Italian|Dogale|Illustration|Illumination|Fragment
Lewis E M 47:11A,16th century|Italy|Italian|Dogale|Illustration|Fragment
Lewis E M 47:12-15,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 47:15,Illumination|Fragment
Lewis E M 47:16,15th century|Italy|Italian|Antiphonary|Liturgy|Fragment
Lewis E M 47:17,14th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 47:18-20,13th century|14th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 47:21-22,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 48:1,Inhabited initial|Fragment
Lewis E M 48:2,15th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 48:3,Illumination|Fragment
Lewis E M 48:3A,15th century|Antiphonary|Liturgy|Italy|Italian|Illumination|Fragment
Lewis E M 48:4,15th century|Italy|Italian|Literature -- Poetry|Historiated initial|Fragment
Lewis E M 48:5,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 48:6,15th century|16th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 48:7,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 48:8,15th century|16th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 48:9,12th century|Italy|Italian|Illumination|Christian|Fragment
Lewis E M 48:10A-E,13th century|Gospels|Antiphonary|Liturgy|Illumination|Illustration|Italy|Italian|Fragment
Lewis E M 48:11,13th century|Italy|Italian|Gradual|Liturgy|Illustration|Fragment
Lewis E M 48:12-13,13th century|14th century|Legal|Fragment|Italy|Italian
Lewis E M 48:14,14th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 48:15,14th century|Italy|Italian|Gradual|Liturgy|Fragment
Lewis E M 48:16,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 48:17,Illumination|Fragment
Lewis E M 48:18-20,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 48:21,Illumination|Fragment
Lewis E M 48:22-23,15th century|Processional|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 48:24,16th century|Italy|Italian|Hymnal|Illumination|Illustration|Fragment
Lewis E M 48:25-26,15th century|Processional|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 49:1,Historiated initial|Fragment
Lewis E M 49:2,Illumination|Fragment|Song book|Musical notation
Lewis E M 49:3,Illumination|Fragment|Song book|Musical notation|Historiated initial
Lewis E M 49:4,15th century|Italy|Italian|Illustration|Gospels|Fragment
Lewis E M 49:5,16th century|Spanish|Spain|Illustration|Missal|Liturgy|Fragment
Lewis E M 49:7,Illumination|Fragment
Lewis E M 49:8,Fragment|Illumination|Illustration
Lewis E M 49:9,Historiated initial|Fragment
Lewis E M 49:10,Historiated initial|Fragment
Lewis E M 49:11,Illustration|Fragment
Lewis E M 49:12,Illumination|Fragment
Lewis E M 50:1,Italy|Italian|Song book|Musical notation|Historiated initial|Painting|Fragment
Lewis E M 50:2,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Song book|Musical notation|Fragment
Lewis E M 50:3,16th century|French|France|Illustration|Fragment
Lewis E M 50:4,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 50:5,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 50:6,15th century|Song book|Musical notation|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 50:7,16th century|Gradual|Liturgy|French|France|Historiated initial|Fragment
Lewis E M 63:1-31,14th century|Bible|Biblical|German|Germany|Historiated initial|Fragment
Lewis E M 64:1,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:2,15th century|German|Germany|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 64:3,Song book|Musical notation|Fragment
Lewis E M 64:4,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:5,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:6,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:7,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:8,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:9,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:10,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:11,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:12,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:13,15th century|German|Germany|Gradual|Liturgy|Fragment
Lewis E M 64:14,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:15,Fragment
Lewis E M 64:16,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:17,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:18,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:19,Song book|Musical notation|Illumination|Fragment
Lewis E M 64:20,Song book|Musical notation|Fragment
Lewis E M 64:21,Illumination|Illustration|Song book|Musical notation|Fragment
Lewis E M 64:22,Illumination|Illustration|Song book|Musical notation|Fragment
Lewis E M 64:23,Illumination|Illustration|Song book|Musical notation|Fragment
Lewis E M 64:24,Illumination|Illustration|Song book|Musical notation|Fragment
Lewis E M 64:25,Illumination|Illustration|Song book|Musical notation|Fragment
Lewis E M 64:26,Illumination|Illustration|Song book|Musical notation|Fragment
Lewis E M 64:27,Illumination|Song book|Musical notation|Fragment
Lewis E M 64:28,Illumination|Song book|Musical notation|Fragment
Lewis E M 65.1,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.2,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.3,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.4,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.5,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.6,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.7,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.8,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.9,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.10,15th century|Antiphonary|Liturgy|Austrian|Austria|Fragment
Lewis E M 65.11,15th century|Antiphonary|Liturgy|Austrian|Austria|Fragment
Lewis E M 65.12,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.13,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.14,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.15,15th century|Antiphonary|Liturgy|Austrian|Austria|Fragment
Lewis E M 65.16,15th century|Antiphonary|Liturgy|Austrian|Austria|Fragment
Lewis E M 65.17,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.18,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.19,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.20,15th century|Antiphonary|Liturgy|Austrian|Austria|Fragment
Lewis E M 65.21,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.22,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.23,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.24,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.25,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.26,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.27,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.28,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.29,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.30,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.31,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.32,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.33,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.34,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.35,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.36,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.37,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.38,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.39,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.40,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.41,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.42,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.43,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.44,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.45,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.46,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.47,15th century|Antiphonary|Liturgy|Austrian|Austria|Fragment
Lewis E M 65.48,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.49,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.50,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.51,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.52,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.53,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.54,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.55,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.56,15th century|Antiphonary|Liturgy|Austrian|Austria|Historiated initial|Fragment
Lewis E M 65.57,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.58,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.59,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.60,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.61,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.62,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.63,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.64,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.65,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.66,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.67,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.68,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.69,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.70,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.71,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.72,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.73,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.74,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.75,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.76,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.77,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 65.78,15th century|Antiphonary|Liturgy|Austrian|Austria|Illumination|Illustration|Fragment
Lewis E M 66:1A-B,14th century|Missal|Liturgy|Illumination|Illustration|English|England|Fragment
Lewis E M 66:2-3H,14th century|English|England|Bible|Biblical|Illumination|Illustration|Fragment
Lewis E M 66:4,14th century|Antiphonary|Liturgy|German|Germany|Historiated initial|Fragment
Lewis E M 66:5,14th century|German|Germany|Missal|Liturgy|Historiated initial|Fragment
Lewis E M 66:6,Heraldry|Fragment
Lewis E M 66:7,Illumination|Fragment
Lewis E M 66:8,14th century|Antiphonary|Liturgy|Flemish|Belgium|Historiated initial|Fragment
Lewis E M 66:9,14th century|Gradual|Liturgy|Flemish|Belgium|Historiated initial|Fragment
Lewis E M 66:10,14th century|Flemish|Belgium|Commentary|Bible|Biblical|Illumination|Illustration|Fragment
Lewis E M 66:11,15th century|Song book|Musical notation|Flemish|Belgium|Historiated initial|Fragment
Lewis E M 66:12,15th century|Gradual|Liturgy|Flemish|Belgium|Historiated initial|Fragment
Lewis E M 66:13-14,15th century|16th century|Gradual|Liturgy|Flemish|Belgium|Historiated initial|Illumination|Fragment
Lewis E M 66:15-16,16th century|Antiphonary|Liturgy|French|Belgium|Historiated initial|Fragment
Lewis E M 66:16a,13th century|French|France|Diagrams|Theology|Fragment
Lewis E M 66:17,14th century|French|France|Legal|Historiated initial|Christian|Fragment
Lewis E M 66:18,14th century|Antiphonary|Liturgy|German|Germany|Historiated initial|Fragment
Lewis E M 66:19,14th century|Gradual|Liturgy|French|France|Historiated initial|Fragment
Lewis E M 66:20,16th century|Gradual|Liturgy|French|France|Historiated initial|Fragment
Lewis E M 66:21,15th century|16th century|French|France|Song book|Musical notation|Illustration|Fragment
Lewis E M 66:22,16th century|French|France|Psalter|Bible|Biblical|Illumination|Illustration|Fragment
Lewis E M 66:23,16th century|French|France|Psalter|Bible|Biblical|Fragment
Lewis E M 66:24-25,16th century|French|France|Song book|Musical notation|Illustration|Historiated initial|Fragment
Lewis E M 66:26,Illumination|Fragment
Lewis E M 66:32,Bible|Biblical|Fragment
Lewis E M 67:1,14th century|Fragment
Lewis E M 67:2,14th century|Fragment
Lewis E M 67:3,15th century|Fragment
Lewis E M 67:4,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:5,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:6,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:7,15th century|Illumination|Song book|Musical notation|Fragment
Lewis E M 67:8,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:9,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:10,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:11,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:12,Illumination|Song book|Musical notation|Fragment
Lewis E M 67:13-16,16th century|Antiphonary|Liturgy|Netherlands|Dutch|Fragment
Lewis E M 67:17,Illumination|Fragment
