call_number_id,facets
Lewis E M 17:20,18th century|Germany|German|Illustration|Illumination|Fragment
Lewis E M 17:21,18th century|Germany|German|Illustration|Illumination|Fragment
Lewis E M 17:22,18th century|Germany|German|Illustration|Illumination|Fragment
Lewis E M 17:23,18th century|Germany|German|Drawing|Fragment
Lewis E M 18:1-3,15th century|Book of Hours|Devotion|Netherlands|Dutch|Fragment
Lewis E M 18:4,15th century|Book of Hours|Devotion|France|French|Illustration|Illumination|Fragment
Lewis E M 18:5-8,15th century|Book of Hours|Devotion|Netherlands|Dutch|Fragment
Lewis E M 18:9,15th century|Netherlands|Dutch|Gospels|Illustration|Illumination|Fragment
Lewis E M 18:10,15th century|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 18:11,15th century|16th century|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 19:1,14th century|Italy|Italian|Illustration|Illumination|Song book|Musical notation|Fragment
Lewis E M 19:2,15th century|Liturgy|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 19:3,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:4,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:5,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:6,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:7,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:8,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:9,15th century|Liturgy|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 19:10,15th century|Liturgy|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 19:11,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:12,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:13,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:14,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:15,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:16,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:17,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:18,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:19,15th century|Liturgy|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 19:20,15th century|Liturgy|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 19:21,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:22,15th century|Missal|Liturgy|Illustration|Illumination|Fragment
Lewis E M 19:23,15th century|Missal|Liturgy|Illustration|Illumination|Fragment
Lewis E M 19:24,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 19:25,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:1,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:2-3,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:4,15th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 20:5,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:6,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:7,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:8,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:9,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:10,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:11,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:12,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:13,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:14,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:15,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:16,15th century|Antiphonary|Liturgy|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 20:17,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:18,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:19,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:20,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:21,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 20:22,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 21:1,15th century|Italy|Italian|Book of Hours|Devotion|Fragment
Lewis E M 21:2-3,15th century|Missal|Liturgy|Italy|Italian|Fragment
Lewis E M 21:4-28,16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 21:29,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:1,13th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:2-4,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:5,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:6,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:7-16,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:17,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 22:18-21,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:1-6,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:7a-d,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:8,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:9,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:10,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:11,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:12,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:13,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:14,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:15,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:16,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:17,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:18,Christian|Legal|Fragment
Lewis E M 23:19,15th century|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 23:20,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:21,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:22,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:23,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 23:24,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:1-4,12th century|Italy|Italian|Bible|Biblical|Gloss|Illustration|Illumination|Fragment
Lewis E M 24:5,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:6,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:7,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:8,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:9,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:10,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:11,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:12,15th century|16th century|Italy|Italian|Missal|Liturgy|Illustration|Illumination|Fragment
Lewis E M 24:13,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:14,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:15,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:16,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:17,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:18,15th century|16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:19,16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:20,16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:21,16th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:22,14th century|Italy|Italian|Gradual|Liturgy|Illustration|Illumination|Fragment
Lewis E M 24:23,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:24,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:25,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:26,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:27,14th century|Italy|Italian|Gradual|Liturgy|Illustration|Illumination|Fragment
Lewis E M 24:28,14th century|Italy|Italian|Gradual|Liturgy|Illustration|Illumination|Fragment
Lewis E M 24:29,14th century|Italy|Italian|Illustration|Illumination|Fragment
Lewis E M 24:30,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 24:31,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 25:1,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 25:2,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 25:3,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 25:4,14th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Fragment
Lewis E M 25:5,14th century|Italy|Italian|Gradual|Liturgy|Illustration|Illumination|Fragment
Lewis E M 25:6,14th century|Italy|Italian|Antiphonary|Illustration|Illumination|Liturgy|Fragment
Lewis E M 25:7,15th century|Italy|Italian|Psalter|Bible|Biblical|Historiated initial|Fragment
Lewis E M 25:7A,14th century|Hymnal|Italy|Italian|Liturgy|Fragment|Illumination
Lewis E M 25:8,14th century|Hymnal|Italy|Italian|Liturgy|Fragment|Illumination|Historiated initial
Lewis E M 25:9,16th century|Italy|Italian|Missal|Liturgy|Illustration|Illumination|Fragment
Lewis E M 25:10,15th century|Italy|Italian|Devotion|Historiated initial|Fragment
Lewis E M 25:11,16th century|Italy|Italian|Devotion|Illustration|Illumination|Fragment
Lewis E M 25:12,16th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 25:13,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Painting|Fragment
Lewis E M 25:14,15th century|Italy|Italian|Song book|Musical notation|Illustration|Illumination|Painting|Fragment
Lewis E M 25:15,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 25:16,13th century|Antiphonary|Liturgy|Italy|Italian|Fragment
Lewis E M 25:17,14th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Illumination|Fragment
Lewis E M 25:18,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Illumination|Fragment
Lewis E M 25:19,13th century|14th century|Gradual|Italy|Italian|Liturgy|Fragment
Lewis E M 25:20,14th century|Italy|Italian|Song book|Musical notation|Magic|Fragment
Lewis E M 25:21,15th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Illumination|Fragment
Lewis E M 25:22,14th century|Gradual|Italy|Italian|Liturgy|Historiated initial|Illumination|Fragment
Lewis E M 25:22A,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Illumination|Fragment
Lewis E M 25:22B,14th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 25:23,13th century|14th century|Fragment
Lewis E M 25:24,14th century|Italy|Italian|Song book|Musical notation|Fragment
Lewis E M 25:25,15th century|Historiated initial|Italy|Italian|Fragment
Lewis E M 25:26,14th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 25:26A,13th century|Italy|Italian|Illumination|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 25:26B,13th century|Italy|Italian|Illumination|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 25:27,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 25:28,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Illumination|Fragment
Lewis E M 25:29,13th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 25:30,13th century|Italy|Italian|Song book|Psalter|Bible|Biblical|Historiated initial|Fragment
Lewis E M 25:31,13th century|Italy|Italian|Song book|Psalter|Bible|Biblical|Historiated initial|Fragment
Lewis E M 25:32,15th century|Italy|Italian|Song book|Psalter|Bible|Biblical|Historiated initial|Fragment
Lewis E M 25:33,14th century|Gradual|Liturgy|Italy|Italian|Illumination|Fragment
Lewis E M 26:1,13th century|Legal|Italy|Italian|Illustration|Fragment
Lewis E M 26:2,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Illumination|Fragment
Lewis E M 26:3,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Illumination|Fragment
Lewis E M 26:4-5,14th century|Treatise|Legal|Italy|Italian|Illumination|Fragment
Lewis E M 26:7,14th century|Treatise|Legal|Italy|Italian|Illumination|Fragment
Lewis E M 26:8-9,14th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Fragment
Lewis E M 26:10,14th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Fragment
Lewis E M 26:11,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Illumination|Fragment
Lewis E M 26:12,14th century|Historiated initial|Italy|Italian|Fragment
Lewis E M 26:13,14th century|Italy|Italian|Antiphonary|Liturgy|Illustration|Illumination|Fragment
Lewis E M 26:14,14th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Historiated initial|Fragment
Lewis E M 26:15,14th century|Historiated initial|Fragment
Lewis E M 26:16,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 26:17-18,15th century|Italy|Italian|Historiated initial|Gradual|Liturgy|Fragment
Lewis E M 26:19,13th century|Italy|Italian|Song book|Musical notation|Historiated initial|Illumination|Fragment
Lewis E M 26:20-29,13th century|Italy|Italian|Antiphonary|Liturgy|Illumination|Fragment
Lewis E M 26:30,14th century|Italy|Italian|Devotion|Fragment
Lewis E M 26:31,14th century|Italy|Italian|Devotion|Fragment
Lewis E M 26:32-33,15th century|Italy|Italian|Historiated initial|Fragment
Lewis E M 27:1,13th century|Italy|Italian|Historiated initial|Fragment
Lewis E M 27:2,14th century|Italy|Italian|Song book|Musical notation|Liturgy|Illumination|Illustration|Fragment
Lewis E M 27:3,14th century|Italy|Italian|Gradual|Liturgy|Illumination|Illustration|Fragment
Lewis E M 27:4,14th century|Italy|Italian|Song book|Musical notation|Liturgy|Illumination|Illustration|Fragment
Lewis E M 27:5,13th century|Antiphonary|Liturgy|Italy|Italian|Illumination|Illustration|Fragment
Lewis E M 27:6,15th century|Italy|Italian|Missal|Liturgy|Illumination|Illustration|Fragment
Lewis E M 27:7,16th century|Gospel Lectionary|Liturgy|Italy|Italian|Illustration|Fragment
Lewis E M 27:8,14th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Liturgy|Fragment
Lewis E M 27:9-10,15th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 27:11,16th century|Dogale|Italy|Italian|Heraldry|Fragment
Lewis E M 27:12,15th century|Italy|Italian|Gradual|Liturgy|Illustration|Fragment
Lewis E M 27:13,16th century|Dogale|Italy|Italian|Fragment
Lewis E M 27:14,15th century|Italy|Italian|Historiated initial|Fragment
Lewis E M 27:15,16th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 27:16,16th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 27:17,15th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 27:18,15th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 27:19,15th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 27:20,15th century|Italy|Italian|Illustration|Fragment
Lewis E M 27:21,15th century|Italy|Italian|Illumination|Illustration|Antiphonary|Liturgy|Fragment
Lewis E M 27:22-23,14th century|Italy|Italian|Illumination|Illustration|Antiphonary|Liturgy|Fragment
Lewis E M 27:24,15th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 27:25,15th century|Italy|Italian|Song book|Musical notation|Illumination|Illustration|Fragment
Lewis E M 27:26,15th century|16th century|Gospels|Historiated initial|Italy|Italian|Fragment
Lewis E M 27:27-29,15th century|Illustration|Missal|Liturgy|Italy|Italian|Fragment
Lewis E M 28:1,15th century|Breviary|Psalter|Bible|Biblical|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 28:2,15th century|Antiphonary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 28:3-5,14th century|15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 28:6,14th century|15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 28:7,14th century|15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 28:8,14th century|15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 28:9,15th century|Historiated initial|Italy|Italian|Fragment
Lewis E M 28:10,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 28:11,15th century|Italy|Italian|Gradual|Liturgy|Historiated initial|Fragment
Lewis E M 28:12,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 28:13,15th century|Breviary|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 28:14,15th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 28:15,15th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 28:16,15th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 28:17,15th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 28:18,16th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 28:19,16th century|Historiated initial|Gradual|Liturgy|Italy|Italian|Illumination|Fragment
Lewis E M 28:20,15th century|16th century|Illustration|Song book|Musical notation|Italy|Italian|Fragment
Lewis E M 28:21-23,15th century|Historiated initial|Breviary|Liturgy|France|Belgium|Flemish|French|Fragment
Lewis E M 28:24,14th century|Breviary|Liturgy|Italy|Italian|Illustration|Fragment
Lewis E M 28:25,16th century|Italy|Italian|Painting|Fragment
Lewis E M 28:26-27,15th century|Alchemy|Italy|Italian|Illustration|Fragment
Lewis E M 28:28,16th century|17th century|French|France|Historiated initial|Antiphonary|Liturgy|Fragment
Lewis E M 29:1,15th century|16th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 29:2,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 29:3,15th century|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 29:4,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 29:5,15th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 29:6,15th century|Italy|Italian|Song book|Musical notation|Historiated initial|Fragment
Lewis E M 29:7,15th century|Psalter|Bible|Biblical|Historiated initial|Fragment
Lewis E M 29:8,15th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 29:8A,14th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Illumination|Fragment
Lewis E M 29:9,15th century|Hymnal|Italy|Italian|Historiated initial|Liturgy|Fragment
Lewis E M 29:9A,14th century|Italy|Italian|Antiphonary|Liturgy|Historiated initial|Fragment
Lewis E M 29:10,16th century|Illustration|Italy|Italian|Fragment
Lewis E M 29:11,15th century|Breviary|Psalter|Bible|Biblical|Italy|Italian|Liturgy|Historiated initial|Fragment
Lewis E M 29:11A,14th century|Legal|Illumination|Italy|Italian|Charter|Fragment
Lewis E M 29:12a-b,15th century|Italy|Italian|Song book|Musical notation|Illustration|Fragment
Lewis E M 29:13-15,16th century|Italy|Italian|Song book|Musical notation|Illustration|Fragment
Lewis E M 29:16,14th century|Gradual|Liturgy|Italy|Italian|Historiated initial|Fragment
Lewis E M 29:17,13th century|Antiphonary|Liturgy|Historiated initial|Italy|Italian|Fragment
Lewis E M 29:18,13th century|Italy|Italian|Song book|Musical notation|Illustration|Fragment
Lewis E M 29:19,16th century|Illustration|Italy|Italian|Fragment
Lewis E M 30:1-2,16th century|Italy|Italian|Song book|Musical notation|Illustration|Fragment
Lewis E M 30:3,15th century|Antiphonary|Liturgy|Italy|Italian|Illustration|Fragment
Lewis E M 30:4-6,16th century|Italy|Italian|Song book|Musical notation|Illustration|Fragment
Lewis E M 30:7,15th century|Song book|Musical notation|France|Belgium|Flemish|French|Illustration|Fragment
Lewis E M 30:8,15th century|Antiphonary|Liturgy|Penwork initial|Italy|Italian|Fragment
Lewis E M 30:9,15th century|Liturgy|Italy|Italian|Penwork initial|Song book|Musical notation|Fragment
Lewis E M 30:10-14,15th century|Italy|Italian|Song book|Musical notation|Penwork initial|Fragment
Lewis E M 30:15,15th century|Breviary|Liturgy|Italy|Italian|Penwork initial|Fragment
Lewis E M 31:1,15th century|Book of Hours|Devotion|Spain|Spanish|Illustration|Fragment
Lewis E M 31:2,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:3-4,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:5,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:6,15th century|Missal|Liturgy|Spain|Spanish|Illustration|Fragment
Lewis E M 31:7,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:8,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:9,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:10,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:11,15th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:12,15th century|Antiphonary|Liturgy|Illustration|Spain|Spanish|Fragment
Lewis E M 31:13-14,17th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:15,16th century|Liturgy|Spain|Spanish|Illustration|Fragment
Lewis E M 31:16-17,16th century|Song book|Musical notation|Spain|Spanish|Illustration|Fragment
Lewis E M 31:18A,16th century|Liturgy|Historiated initial|Spain|Spanish|Fragment
Lewis E M 31:18B,16th century|Historiated initial|Spain|Spanish|Antiphonary|Liturgy|Fragment
Lewis E M 31:19-27,15th century|Antiphonary|Liturgy|Spain|Spanish|Historiated initial|Fragment
Lewis E M 31:28,17th century|Historiated initial|Portugal|Portuguese|Antiphonary|Liturgy|Fragment
Lewis E M 31:29,17th century|Historiated initial|Portugal|Portuguese|Antiphonary|Liturgy|Fragment
Lewis E M 31:34,19th century|20th century|Painting|Spain|Spanish|Fragment
Lewis E M 31:35,19th century|20th century|Painting|Spain|Spanish|Fragment
Lewis E M 31:36,16th century|17th century|Antiphonary|Liturgy|Spain|Spanish|Fragment
Lewis E M 31:37,20th century|Illustration|Fragment
Lewis E M 32:1,Historiated initial|Fragment
Lewis E M 32:2,20th century|Historiated initial|Musical notation|Fragment
Lewis E M 32:3,20th century|Historiated initial|Fragment
Lewis E M 32:4,20th century|Historiated initial|Fragment
Lewis E M 32:5,20th century|Illustration|Fragment
Lewis E M 32:6,20th century|Historiated initial|Fragment
Lewis E M 32:7,20th century|Illustration|Fragment
Lewis E M 32:8,20th century|Historiated initial|Fragment
Lewis E M 32:9,20th century|Historiated initial|Fragment
Lewis E M 32:10,20th century|Historiated initial|Fragment
Lewis E M 32:11,20th century|Historiated initial|Fragment
Lewis E M 32:12,20th century|Historiated initial|Fragment
Lewis E M 32:13,20th century|Historiated initial|Fragment
Lewis E M 32:14,15th century|Illustration|Book of Hours|Devotion|French|France|Fragment
Lewis E M 32:15,18th century|Illustration|Spain|Spanish|Fragment
Lewis E M 32:16,18th century|19th century|Illustration|Christian|Fragment
Lewis E M 32:17,20th century|Historiated initial|Christian|Fragment
Lewis E M 32:18,20th century|Historiated initial|Christian|Fragment
Lewis E M 32:19,20th century|Historiated initial|Christian|Fragment
Lewis E M 32:20,19th century|20th century|Historiated initial|Christian|Fragment
Lewis E M 32:21,Historiated initial|Christian|Fragment
Lewis E M 32:22,19th century|20th century|Historiated initial|Christian|Fragment
Lewis E M 32:23,19th century|20th century|Illustration|Christian|Fragment
Lewis E M 32:24,19th century|20th century|Historiated initial|Christian|Fragment
Lewis E M 32:25,Song book|Musical notation|Illustration|Christian|Fragment
Lewis E M 32:26,Fragment|Illustration|Italy|Italian
Lewis E M 32:27,Illustration|Christian|Fragment
Lewis E M 32:28,Historiated initial|Christian|Fragment
Lewis E M 32:29,Historiated initial|Christian|Fragment
Lewis E M 32:30,Illustration|Christian|Fragment
Lewis E M 33:1,Illustration|Christian|Fragment
Lewis E M 33:2,Fragment
Lewis E M 33:3,Fragment
Lewis E M 33:4,Fragment
Lewis E M 33:5,Fragment
Lewis E M 33:6,Fragment
Lewis E M 33:7,Fragment|Illustration
Lewis E M 33:8,Fragment
Lewis E M 33:9,Fragment|Illustration
Lewis E M 33:10,Fragment|Illustration
Lewis E M 33:11,Fragment|Illustration
Lewis E M 33:12,Fragment
Lewis E M 33:13,Tables|Fragment
Lewis E M 33:14,Bible|Biblical|Fragment
Lewis E M 33:15,Illustration|Fragment
Lewis E M 33:16,Illustration|Fragment
Lewis E M 33:17,Illustration|Fragment
Lewis E M 33:18,Fragment|Illumination
Lewis E M 33:19,Fragment|Illumination
Lewis E M 33:20,Fragment|Illumination
Lewis E M 33:21,Illustration|Fragment
Lewis E M 33:22,Fragment|Illumination
Lewis E M 33:23,Fragment|Illumination
Lewis E M 33:24,Historiated initial|Fragment
Lewis E M 33:25,Historiated initial|Fragment
Lewis E M 33:26,Historiated initial|Fragment
Lewis E M 33:27,Historiated initial|Fragment
