folder_base,image files
lewis_e_m_077_023,mcai770231.tif
lewis_e_m_077_024,mcai770241.tif
lewis_e_m_077_025,mcai770251.tif
lewis_e_m_077_026,mcai770261.tif
lewis_e_m_077_027,mcai770271.tif
lewis_e_m_077_028,mcai770281.tif
lewis_e_m_077_029,mcai770291.tif
lewis_e_m_077_030,mcai770301.tif
lewis_add_001,mcaia00101.tif|mcaia00102.tif
lewis_add_002,mcaia00201.tif|mcaia00202.tif
lewis_add_003,mcaia00301.tif|mcaia00302.tif
lewis_add_004,mcaia00401.tif
lewis_t001,mcat010011.tif|mcat010012.tif
lewis_t002,mcat010021.tif|mcat010022.tif
lewis_t003,mcat010031.tif|mcat010032.tif
lewis_t004,mcat010041.tif|mcat010042.tif
lewis_t005,mcat010051.tif|mcat010052.tif|mcat010053.tif|mcat010054.tif
lewis_t006,mcat010061.tif|mcat010062.tif
lewis_t007,mcat010071.tif|mcat010072.tif|mcat010073.tif|mcat010074.tif
lewis_t008,mcat010081.tif|mcat010082.tif
lewis_t009,mcat010091.tif|mcat010092.tif|mcat010093.tif|mcat010094.tif|mcat010095.tif|mcat010096.tif
lewis_t010,mcat010101.tif|mcat010102.tif
lewis_t011,mcat010111.tif|mcat010112.tif
lewis_t012,mcat010121.tif|mcat010122.tif
lewis_t013,mcat010131.tif|mcat010132.tif
lewis_t014,mcat010141.tif|mcat010142.tif
lewis_t015,mcat010151.tif|mcat010152.tif
lewis_t016,mcat010161.tif|mcat010162.tif
lewis_t017,mcat010171.tif|mcat010172.tif
lewis_t018,mcat010181.tif|mcat010182.tif
lewis_t019,mcat010191.tif|mcat010192.tif
lewis_t020,mcat010201.tif|mcat010202.tif
lewis_t021,mcat010211.tif|mcat010212.tif
lewis_t022,mcat010221.tif|mcat010222.tif
lewis_t023,mcat010231.tif|mcat010232.tif
lewis_t024,mcat010241.tif|mcat010242.tif
lewis_t025,mcat010251.tif|mcat010252.tif
lewis_t026,mcat010261.tif|mcat010262.tif
lewis_t027,mcat010271.tif|mcat010272.tif|mcat010273.tif|mcat010274.tif
lewis_t028,mcat010281.tif|mcat010282.tif
lewis_t029,mcat010291.tif|mcat010292.tif
lewis_t030,mcat010301.tif|mcat010302.tif
lewis_t031,mcat010311.tif|mcat010312.tif
lewis_t032,mcat010321.tif|mcat010322.tif
lewis_t033,mcat020331.tif|mcat020332.tif|mcat020333.tif|mcat020334.tif
lewis_t034,mcat020341.tif|mcat020342.tif|mcat020343.tif|mcat020344.tif
lewis_t035,mcat020351.tif|mcat020352.tif
lewis_t036,mcat020361.tif|mcat020362.tif
lewis_t037,mcat020371.tif|mcat020372.tif
lewis_t038,mcat020381.tif|mcat020382.tif
lewis_t039,mcat020391.tif|mcat020392.tif|mcat020393.tif|mcat020394.tif
lewis_t040,mcat020401.tif|mcat020402.tif|mcat020403.tif|mcat020404.tif
lewis_t042,mcat020421.tif|mcat020422.tif|mcat020423.tif|mcat020424.tif
lewis_t043,mcat020431.tif|mcat020432.tif
lewis_t044,mcat020441.tif|mcat020442.tif
lewis_t045,mcat020451.tif|mcat020452.tif
lewis_t046,mcat020461.tif|mcat020462.tif
lewis_t047,mcat020471.tif|mcat020472.tif|mcat020473.tif|mcat020474.tif
lewis_t048,mcat020481.tif|mcat020482.tif|mcat020483.tif|mcat020484.tif
lewis_t049,mcat020491.tif|mcat020492.tif|mcat020493.tif|mcat020494.tif|mcat020495.tif|mcat020496.tif|mcat020497.tif|mcat020498.tif
lewis_t050,mcat020501.tif|mcat020502.tif
lewis_t051,mcat020511.tif|mcat020512.tif
lewis_t052,mcat020521.tif|mcat020522.tif|mcat020523.tif|mcat020524.tif
lewis_t053,mcat020531.tif|mcat020532.tif
lewis_t054,mcat020541.tif|mcat020542.tif
lewis_t055,mcat020551.tif|mcat020552.tif
lewis_t056,mcat020561.tif|mcat020562.tif
lewis_t057,mcat020571.tif|mcat020572.tif
lewis_t058,mcat020581.tif|mcat020582.tif
lewis_t059,mcat020591.tif|mcat020592.tif
lewis_t060,mcat020601.tif|mcat020602.tif
lewis_t061,mcat020611.tif|mcat020612.tif
lewis_t062,mcat030621.tif|mcat030622.tif
lewis_t063,mcat030631.tif|mcat030632.tif
lewis_t064,mcat030641.tif|mcat030642.tif
lewis_t065,mcat030651.tif|mcat030652.tif|mcat030653.tif|mcat030654.tif
lewis_t066,mcat030661.tif|mcat030662.tif
lewis_t067,mcat030671.tif|mcat030672.tif|mcat030673.tif|mcat030674.tif
lewis_t068,mcat030681.tif|mcat030682.tif
lewis_t069,mcat030691.tif|mcat030692.tif
lewis_t070,mcat030701.tif|mcat030702.tif
lewis_t071,mcat030711.tif|mcat030712.tif|mcat030713.tif|mcat030714.tif|mcat030715.tif|mcat030716.tif|mcat030717.tif|mcat030718.tif
lewis_t072,mcat030721.tif|mcat030722.tif|mcat030723.tif|mcat030724.tif
lewis_t073,mcat030731.tif|mcat030732.tif
lewis_t074,mcat030741.tif|mcat030742.tif
lewis_t075,mcat030751.tif|mcat030752.tif
lewis_t076,mcat030761.tif|mcat030762.tif
lewis_t077,mcat030771.tif|mcat030772.tif
lewis_t078a,mcat030781.tif|mcat030782.tif
lewis_t078b,mcat030783.tif|mcat030784.tif
lewis_t079,mcat030791.tif|mcat030792.tif
lewis_t080,mcat030801.tif|mcat030802.tif
lewis_t081,mcat030811.tif|mcat030812.tif|mcat030813.tif|mcat030814.tif
lewis_t082,mcat030821.tif|mcat030822.tif
lewis_t083,mcat030831.tif|mcat030832.tif
lewis_t084,mcat030841.tif|mcat030842.tif|mcat030843.tif|mcat030844.tif
lewis_t086,mcat030861.tif|mcat030862.tif
lewis_t087,mcat030871.tif|mcat030872.tif
lewis_t088,mcat030881.tif|mcat030882.tif
lewis_t089,mcat030891.tif|mcat030892.tif|mcat030893.tif|mcat030894.tif
lewis_t090,mcat030901.tif|mcat030902.tif
lewis_t091,mcat030911.tif|mcat030912.tif
lewis_t092,mcat040921.tif|mcat040922.tif
lewis_t093,mcat040931.tif|mcat040932.tif
lewis_t094,mcat040941.tif|mcat040942.tif
lewis_t095,mcat040951.tif|mcat040952.tif
lewis_t096,mcat040961.tif|mcat040962.tif|mcat040963.tif|mcat040964.tif
lewis_t097,mcat040971.tif|mcat040972.tif
lewis_t098,mcat040981.tif|mcat040982.tif
lewis_t099,mcat040991.tif|mcat040992.tif
lewis_t100,mcat041001.tif|mcat041002.tif
lewis_t101,mcat041011.tif|mcat041012.tif
lewis_t102,mcat041021.tif|mcat041022.tif
lewis_t103,mcat041031.tif|mcat041032.tif
lewis_t104,mcat041041.tif|mcat041042.tif
lewis_t105a,mcat041051.tif|mcat041052.tif|mcat041053.tif|mcat041054.tif
lewis_t105b,mcat041055.tif|mcat041056.tif
lewis_t106,mcat041061.tif|mcat041062.tif
lewis_t107,mcat041071.tif|mcat041072.tif
lewis_t108,mcat041081.tif|mcat041082.tif
lewis_t109,mcat041091.tif|mcat041092.tif
lewis_t110,mcat041101.tif|mcat041102.tif
lewis_t111,mcat041111.tif|mcat041112.tif
lewis_t112,mcat041121.tif|mcat041122.tif
lewis_t113,mcat041131.tif|mcat041132.tif|mcat041133.tif|mcat041134.tif
lewis_t114,mcat041141.tif|mcat041142.tif|mcat041143.tif|mcat041144.tif
lewis_t115,mcat041151.tif|mcat041152.tif
lewis_t116,mcat041161.tif|mcat041162.tif|mcat041163.tif|mcat041164.tif
lewis_t117,mcat041171.tif|mcat041172.tif|mcat041173.tif|mcat041174.tif
lewis_t118,mcat041181.tif|mcat041182.tif
lewis_t119,mcat041191.tif|mcat041192.tif
lewis_t120,mcat041201.tif|mcat041202.tif
lewis_t121,mcat051211.tif|mcat051212.tif
lewis_t126,mcat051261.tif|mcat051262.tif|mcat051263.tif|mcat051264.tif
lewis_t127,mcat051271.tif|mcat051272.tif
lewis_t128,mcat051281.tif|mcat051282.tif|mcat051283.tif|mcat051284.tif
lewis_t129,mcat051291.tif|mcat051292.tif|mcat051293.tif|mcat051294.tif
lewis_t130,mcat051301.tif|mcat051302.tif|mcat051303.tif|mcat051304.tif
lewis_t131,mcat051311.tif|mcat051312.tif|mcat051313.tif|mcat051314.tif|mcat051315.tif|mcat051316.tif|mcat051317.tif|mcat051318.tif
lewis_t132,mcat051321.tif|mcat051322.tif|mcat051323.tif|mcat051324.tif|mcat051325.tif|mcat051326.tif|mcat051327.tif|mcat051328.tif
lewis_t133,mcat051331.tif|mcat051332.tif
lewis_t134,mcat051341.tif|mcat051342.tif
lewis_t135,mcat051351.tif|mcat051352.tif|mcat051353.tif|mcat051354.tif
lewis_t136,mcat051361.tif|mcat051362.tif|mcat051363.tif|mcat051364.tif
lewis_t137,mcat051371.tif|mcat051372.tif
lewis_t138,mcat051381.tif|mcat051382.tif|mcat051383.tif|mcat051384.tif
lewis_t139,mcat051391.tif|mcat051392.tif|mcat051393.tif|mcat051394.tif
lewis_t140,mcat051401.tif|mcat051402.tif
lewis_t141,mcat051411.tif|mcat051412.tif
lewis_t142,mcat051421.tif|mcat051422.tif
lewis_t143,mcat051431.tif|mcat051432.tif
lewis_t144,mcat051441.tif|mcat051442.tif
lewis_t145,mcat051451.tif|mcat051452.tif
lewis_t146,mcat051461.tif|mcat051462.tif
lewis_t147,mcat051471.tif|mcat051472.tif
lewis_t148,mcat051481.tif|mcat051482.tif|mcat051483.tif|mcat051484.tif
lewis_t149,mcat051491.tif|mcat051492.tif
lewis_t150,mcat051501.tif|mcat051502.tif
lewis_t122,mcat051521.tif|mcat051522.tif
lewis_t123,mcat051531.tif|mcat051532.tif|mcat051533.tif|mcat051534.tif
lewis_t124,mcat051541.tif|mcat051542.tif
lewis_t125,mcat051551.tif|mcat051552.tif
lewis_t151,mcat061511.tif|mcat061512.tif
lewis_t152,mcat061521.tif|mcat061522.tif|mcat061523.tif|mcat061524.tif
lewis_t153,mcat061531.tif|mcat061532.tif
lewis_t154,mcat061541.tif|mcat061542.tif
lewis_t155,mcat061551.tif|mcat061552.tif|mcat061553.tif
lewis_t156,mcat061561.tif|mcat061562.tif
lewis_t157,mcat061571.tif|mcat061572.tif
lewis_t158,mcat061581.tif|mcat061582.tif|mcat061583.tif|mcat061584.tif
lewis_t159,mcat061591.tif|mcat061592.tif
lewis_t160,mcat061601.tif|mcat061602.tif
lewis_t161,mcat061611.tif|mcat061612.tif
lewis_t162,mcat061621.tif|mcat061622.tif
lewis_t163,mcat061631.tif|mcat061632.tif
lewis_t164,mcat061641.tif|mcat061642.tif
lewis_t165,mcat061651.tif|mcat061652.tif
lewis_t166,mcat061661.tif|mcat061662.tif
lewis_t167,mcat061671.tif|mcat061672.tif
lewis_t168,mcat061681.tif|mcat061682.tif
lewis_t169,mcat061691.tif|mcat061692.tif
lewis_t170,mcat061701.tif|mcat061702.tif
lewis_t171,mcat061711.tif|mcat061712.tif
lewis_t172,mcat061721.tif|mcat061722.tif|mcat061723.tif|mcat061724.tif
lewis_t173,mcat061731.tif|mcat061732.tif
lewis_t174,mcat061741.tif|mcat061742.tif
lewis_t175,mcat061751.tif|mcat061752.tif
lewis_t176,mcat061761.tif|mcat061762.tif
lewis_t177,mcat061771.tif|mcat061772.tif
lewis_t178,mcat061781.tif|mcat061782.tif
lewis_t179,mcat061791.tif|mcat061792.tif|mcat061793.tif|mcat061794.tif
lewis_t180,mcat061801.tif|mcat061802.tif
lewis_t181,mcat061811.tif|mcat061812.tif
lewis_t182,mcat061821.tif|mcat061822.tif
lewis_t183,mcat061831.tif|mcat061832.tif
lewis_t184,mcat071841.tif|mcat071842.tif
lewis_t185,mcat071851.tif|mcat071852.tif
lewis_t186,mcat071861.tif|mcat071862.tif
lewis_t187,mcat071871.tif|mcat071872.tif
lewis_t188,mcat071881.tif|mcat071882.tif
lewis_t189,mcat071891.tif|mcat071892.tif
lewis_t190,mcat071901.tif|mcat071902.tif
lewis_t191,mcat071911.tif|mcat071912.tif|mcat071913.tif|mcat071914.tif
lewis_t192,mcat071921.tif|mcat071922.tif
lewis_t193,mcat07193a.tif|mcat07193b.tif|mcat07193c.tif|mcat07193d.tif|mcat07193e.tif|mcat07193f.tif|mcat07193g.tif|mcat07193h.tif|mcat07193i.tif|mcat07193j.tif|mcat07193k.tif|mcat07193l.tif
lewis_t194,mcat07194a.tif|mcat07194b.tif|mcat07194c.tif|mcat07194d.tif|mcat07194e.tif|mcat07194f.tif|mcat07194g.tif|mcat07194h.tif|mcat07194i.tif|mcat07194j.tif|mcat07194k.tif|mcat07194l.tif|mcat07194m.tif|mcat07194n.tif|mcat07194o.tif|mcat07194p.tif|mcat07194q.tif|mcat07194r.tif
lewis_t195,mcat071951.tif|mcat071952.tif
lewis_t196,mcat071961.tif|mcat071962.tif
lewis_t197,mcat071971.tif|mcat071972.tif
lewis_t198,mcat071981.tif|mcat071982.tif
lewis_t199,mcat071991.tif|mcat071992.tif|mcat071993.tif|mcat071994.tif
lewis_t200,mcat072001.tif|mcat072002.tif|mcat072003.tif|mcat072004.tif
lewis_t201,mcat072011.tif|mcat072012.tif|mcat072013.tif|mcat072014.tif
lewis_t202,mcat072021.tif|mcat072022.tif|mcat072023.tif|mcat072024.tif
lewis_t203,mcat072031.tif|mcat072032.tif
lewis_t204,mcat072041.tif|mcat072042.tif
lewis_t205,mcat072051.tif|mcat072052.tif
lewis_t206,mcat072061.tif
lewis_t207,mcat072071.tif
lewis_t208,mcat072081.tif
lewis_t209,mcat072091.tif
lewis_t210,mcat072101.tif
lewis_t211,mcat072111.tif|mcat072112.tif
lewis_t212,mcat072121.tif
lewis_t213,mcat072131.tif
lewis_t214,mcat072141.tif
lewis_t215,mcat072151.tif
lewis_t216,mcat072161.tif
lewis_t217,mcat072171.tif
lewis_t218,mcat072181.tif
lewis_t219,mcat082191.tif|mcat082192.tif
lewis_t220,mcat082201.tif|mcat082202.tif
lewis_t221,mcat082211.tif|mcat082212.tif
lewis_t222,mcat082221.tif|mcat082222.tif
lewis_t223,mcat082231.tif|mcat082232.tif
lewis_t224,mcat082241.tif|mcat082242.tif
lewis_t225,mcat082251.tif|mcat082252.tif
lewis_t226,mcat082261.tif|mcat082262.tif
lewis_t227,mcat082271.tif|mcat082272.tif
lewis_t228,mcat082281.tif|mcat082282.tif
lewis_t229,mcat082291.tif|mcat082292.tif
lewis_t230,mcat082301.tif|mcat082302.tif
lewis_t231,mcat082311.tif
lewis_t232,mcat082321.tif|mcat082322.tif
lewis_t233,mcat082331.tif|mcat082332.tif
lewis_t234,mcat082341.tif
lewis_t235,mcat082351.tif
lewis_t236,mcat082361.tif|mcat082362.tif
lewis_t237,mcat082371.tif|mcat082372.tif
lewis_t238,mcat082381.tif|mcat082382.tif
lewis_t240,mcat082401.tif
lewis_t241,mcat082411.tif|mcat082412.tif|mcat082413.tif
lewis_t242,mcat082421.tif|mcat082422.tif
lewis_t243,mcat082431.tif|mcat082432.tif
lewis_t244,mcat082441.tif
lewis_t245,mcat082451.tif|mcat082452.tif
lewis_t246,mcat082461.tif|mcat082462.tif
lewis_t247,mcat082471.tif
lewis_t248,mcat082481.tif
lewis_t249,mcat082491.tif|mcat082492.tif
lewis_t250,mcat082501.tif|mcat082502.tif
lewis_t251,mcat082511.tif
lewis_t252,mcat082521.tif|mcat082522.tif
lewis_t253,mcat082531.tif|mcat082532.tif
lewis_t254,mcat082541.tif|mcat082542.tif
lewis_t255,mcat082551.tif
lewis_t256,mcat082561.tif
lewis_t257,mcat082571.tif|mcat082572.tif
lewis_t258,mcat082581.tif
lewis_t259,mcat082591.tif|mcat082592.tif
lewis_t260,mcat082601.tif|mcat082602.tif
lewis_t261,mcat082611.tif|mcat082612.tif
lewis_t262,mcat082621.tif|mcat082622.tif
lewis_t263,mcat082631.tif|mcat082632.tif
lewis_t264,mcat082641.tif
lewis_t265,mcat082651.tif
lewis_t266,mcat082661.tif
lewis_t267,mcat082671.tif
lewis_t268,mcat082681.tif|mcat082682.tif
lewis_t269,mcat082691.tif|mcat082692.tif
lewis_t270,mcat082701.tif|mcat082702.tif
lewis_t271,mcat082711.tif|mcat082712.tif
lewis_t272,mcat082721.tif|mcat082722.tif
lewis_t273,mcat082731.tif|mcat082732.tif
lewis_t274,mcat092741.tif|mcat092742.tif|mcat092743.tif|mcat092744.tif|mcat092745.tif|mcat092746.tif|mcat092747.tif
lewis_t275,mcat092751.tif|mcat092752.tif
lewis_t276,mcat092761.tif|mcat092762.tif
lewis_t277,mcat092771.tif|mcat092772.tif
lewis_t278,mcat092781.tif
lewis_t449,mcat094491.tif|mcat094492.tif
lewis_t450,mcat094501.tif
lewis_t451,mcat094511.tif|mcat094512.tif
lewis_t452,mcat094521.tif|mcat094522.tif
lewis_t453,mcat094531.tif|mcat094532.tif
lewis_t454,mcat094541.tif|mcat094542.tif
lewis_t455,mcat094551.tif|mcat094552.tif
lewis_t456,mcat094561.tif|mcat094562.tif
lewis_t457,mcat094571.tif|mcat094572.tif
lewis_t458,mcat094581.tif
lewis_t459,mcat094591.tif|mcat094592.tif
lewis_t460,mcat094601.tif|mcat094602.tif
lewis_t461,mcat094611.tif|mcat094612.tif
lewis_t462,mcat094621.tif|mcat094622.tif
lewis_t463,mcat094631.tif|mcat094632.tif
lewis_t464,mcat094641.tif|mcat094642.tif
lewis_t465,mcat094651.tif|mcat094652.tif
lewis_t469,mcat094691.tif|mcat094692.tif|mcat094693.tif|mcat094694.tif
lewis_t470,mcat094701.tif|mcat094702.tif
lewis_t471,mcat094711.tif|mcat094712.tif
lewis_t472,mcat094721.tif|mcat094722.tif
lewis_t473,mcat094731.tif|mcat094732.tif
lewis_t474,mcat094741.tif|mcat094742.tif
lewis_t475,mcat094751.tif|mcat094752.tif
lewis_t476,mcat094761.tif|mcat094762.tif
lewis_t477,mcat094771.tif|mcat094772.tif
lewis_t478,mcat094781.tif|mcat094782.tif
lewis_t479,mcat094791.tif|mcat094792.tif
lewis_t480,mcat094801.tif|mcat094802.tif
lewis_t481,mcat094811.tif|mcat094812.tif
lewis_t482,mcat094821.tif|mcat094822.tif|mcat094823.tif|mcat094824.tif
lewis_t483,mcat094831.tif|mcat094832.tif
lewis_t484,mcat094841.tif|mcat094842.tif
lewis_t485,mcat094851.tif|mcat094852.tif
lewis_t496,mcat094961.tif|mcat094962.tif|mcat094963.tif|mcat094964.tif
lewis_t497,mcat094971.tif|mcat094972.tif|mcat094973.tif|mcat094974.tif
lewis_t498,mcat094981.tif|mcat094982.tif
lewis_t499,mcat094991.tif|mcat094992.tif
lewis_t500,mcat095001.tif|mcat095002.tif
lewis_t501,mcat095011.tif|mcat095012.tif
lewis_t502,mcat095021.tif|mcat095022.tif|mcat095023.tif|mcat095024.tif
lewis_t503,mcat095031.tif|mcat095032.tif
lewis_t504,mcat095041.tif|mcat095042.tif
lewis_t505,mcat095051.tif|mcat095052.tif|mcat095053.tif|mcat095054.tif
lewis_t041,mcat100411.tif|mcat100412.tif|mcat100413.tif|mcat100414.tif
lewis_t085,mcat100851.tif|mcat100852.tif
lewis_t239,mcat102391.tif|mcat102392.tif
lewis_t279,mcat102791.tif|mcat102792.tif
lewis_t280,mcat102801.tif|mcat102802.tif
lewis_t281,mcat102811.tif|mcat102812.tif|mcat102813.tif|mcat102814.tif
lewis_t282,mcat102821.tif|mcat102822.tif|mcat102823.tif|mcat102824.tif
lewis_t283,mcat102831.tif|mcat102832.tif
lewis_t284,mcat102841.tif|mcat102842.tif|mcat102843.tif|mcat102844.tif
lewis_t285,mcat102851.tif|mcat102852.tif
lewis_t286,mcat102861.tif|mcat102862.tif
lewis_t287,mcat102871.tif|mcat102872.tif
lewis_t288,mcat102881.tif|mcat102882.tif|mcat102883.tif|mcat102884.tif
lewis_t289,mcat102891.tif|mcat102892.tif
lewis_t290,mcat102901.tif|mcat102902.tif
lewis_t291,mcat102911.tif|mcat102912.tif
lewis_t292,mcat102921.tif|mcat102922.tif
lewis_t293,mcat102931.tif|mcat102932.tif
lewis_t294,mcat102941.tif|mcat102942.tif
lewis_t295,mcat102951.tif|mcat102952.tif
lewis_t296,mcat102961.tif|mcat102962.tif
lewis_t297,mcat102971.tif|mcat102972.tif
lewis_t298,mcat102981.tif|mcat102982.tif
lewis_t299,mcat102991.tif|mcat102992.tif
lewis_t300,mcat113001.tif|mcat113002.tif|mcat113003.tif|mcat113004.tif
lewis_t301,mcat113011.tif|mcat113012.tif
lewis_t302,mcat113021.tif|mcat113022.tif
lewis_t303,mcat113031.tif|mcat113032.tif
lewis_t304,mcat113041.tif|mcat113042.tif
lewis_t305,mcat113051.tif
lewis_t306,mcat113061.tif|mcat113062.tif|mcat113063.tif|mcat113064.tif
lewis_t307,mcat113071.tif|mcat113072.tif
lewis_t308,mcat113081.tif|mcat113082.tif|mcat113083.tif|mcat113084.tif
lewis_t309,mcat113091.tif|mcat113092.tif
lewis_t310,mcat113101.tif|mcat113102.tif
lewis_t311,mcat113111.tif|mcat113112.tif
lewis_t312,mcat11312a.tif|mcat11312b.tif|mcat11312c.tif|mcat11312d.tif|mcat11312e.tif|mcat11312f.tif|mcat11312g.tif|mcat11312h.tif|mcat11312i.tif|mcat11312j.tif|mcat11312k.tif|mcat11312l.tif|mcat11312m.tif|mcat11312n.tif|mcat11312o.tif|mcat11312p.tif|mcat11312q.tif|mcat11312r.tif
lewis_t313,mcat11313a.tif|mcat11313b.tif|mcat11313c.tif|mcat11313d.tif|mcat11313e.tif|mcat11313f.tif|mcat11313g.tif|mcat11313h.tif|mcat11313i.tif|mcat11313j.tif|mcat11313k.tif|mcat11313l.tif|mcat11313m.tif|mcat11313n.tif|mcat11313o.tif|mcat11313p.tif|mcat11313q.tif|mcat11313r.tif
lewis_t314,mcat113141.tif|mcat113142.tif|mcat113143.tif|mcat113144.tif|mcat113145.tif|mcat113146.tif
lewis_t315,mcat11315a.tif|mcat11315b.tif|mcat11315c.tif|mcat11315d.tif|mcat11315e.tif|mcat11315f.tif|mcat11315g.tif|mcat11315h.tif|mcat11315i.tif|mcat11315j.tif|mcat11315k.tif|mcat11315l.tif|mcat11315m.tif|mcat11315n.tif|mcat11315o.tif|mcat11315p.tif
lewis_t316,mcat11316a.tif|mcat11316b.tif|mcat11316c.tif|mcat11316d.tif|mcat11316e.tif|mcat11316f.tif|mcat11316g.tif|mcat11316h.tif|mcat11316i.tif|mcat11316j.tif|mcat11316k.tif|mcat11316l.tif|mcat11316m.tif|mcat11316n.tif|mcat11316o.tif|mcat11316p.tif
lewis_t317,mcat113171.tif|mcat113172.tif
lewis_t318,mcat113181.tif|mcat113182.tif
lewis_t319,mcat113191.tif|mcat113192.tif|mcat113193.tif|mcat113194.tif
lewis_t320,mcat113201.tif|mcat113202.tif|mcat113203.tif|mcat113204.tif
lewis_t321,mcat113211.tif|mcat113212.tif|mcat113213.tif|mcat113214.tif
lewis_t322,mcat113221.tif|mcat113222.tif
lewis_t323,mcat113231.tif|mcat113232.tif
lewis_t324,mcat123241.tif|mcat123242.tif
lewis_t325,mcat123251.tif|mcat123252.tif
lewis_t326,mcat123261.tif|mcat123262.tif|mcat123263.tif|mcat123264.tif
lewis_t327,mcat123271.tif|mcat123272.tif
lewis_t328,mcat123281.tif|mcat123282.tif
lewis_t330,mcat123301.tif|mcat123302.tif|mcat123303.tif|mcat123304.tif
lewis_t331,mcat123311.tif|mcat123312.tif|mcat123313.tif|mcat123314.tif
lewis_t332,mcat123321.tif|mcat123322.tif
lewis_t333,mcat123331.tif|mcat123332.tif
lewis_t334,mcat123341.tif|mcat123342.tif
lewis_t335,mcat123351.tif|mcat123352.tif
lewis_t336,mcat123361.tif|mcat123362.tif
lewis_t337,mcat123371.tif|mcat123372.tif
lewis_t338,mcat123381.tif|mcat123382.tif|mcat123383.tif|mcat123384.tif
lewis_t339,mcat123391.tif|mcat123392.tif
lewis_t340,mcat123401.tif|mcat123402.tif
lewis_t341,mcat123411.tif|mcat123412.tif
lewis_t342,mcat123421.tif|mcat123422.tif
lewis_t343,mcat123431.tif|mcat123432.tif
lewis_t344,mcat123441.tif|mcat123442.tif
lewis_t345,mcat123451.tif|mcat123452.tif|mcat123453.tif|mcat123454.tif
lewis_t346,mcat123461.tif|mcat123462.tif
lewis_t347,mcat123471.tif|mcat123472.tif|mcat123473.tif|mcat123474.tif
lewis_t348,mcat133481.tif|mcat133482.tif
lewis_t349,mcat133491.tif|mcat133492.tif
lewis_t350,mcat133501.tif|mcat133502.tif
lewis_t351,mcat133511.tif|mcat133512.tif|mcat133513.tif|mcat133514.tif
lewis_t352,mcat133521.tif|mcat133522.tif
lewis_t353,mcat133531.tif|mcat133532.tif
lewis_t354,mcat133541.tif|mcat133542.tif
lewis_t355,mcat133551.tif|mcat133552.tif
lewis_t356,mcat133561.tif|mcat133562.tif
lewis_t357,mcat133571.tif|mcat133572.tif|mcat133573.tif|mcat133574.tif
lewis_t358,mcat133581.tif|mcat133582.tif
lewis_t359,mcat133591.tif|mcat133592.tif
lewis_t360,mcat133601.tif|mcat133602.tif
lewis_t361,mcat133611.tif|mcat133612.tif
lewis_t362,mcat133621.tif|mcat133622.tif
lewis_t363,mcat133631.tif|mcat133632.tif
lewis_t364,mcat133641.tif|mcat133642.tif
lewis_t365,mcat133651.tif|mcat133652.tif
lewis_t366,mcat133661.tif|mcat133662.tif
lewis_t367,mcat133671.tif|mcat133672.tif
lewis_t368,mcat133681.tif|mcat133682.tif
lewis_t369,mcat133691.tif|mcat133692.tif
lewis_t370,mcat133701.tif|mcat133702.tif
lewis_t371,mcat133711.tif|mcat133712.tif
lewis_t372,mcat133721.tif|mcat133722.tif
lewis_t373,mcat133731.tif|mcat133732.tif|mcat133733.tif|mcat133734.tif
lewis_t374,mcat133741.tif|mcat133742.tif
lewis_t375,mcat133751.tif|mcat133752.tif
lewis_t376,mcat143761.tif|mcat143762.tif
lewis_t377,mcat143771.tif|mcat143772.tif|mcat143773.tif|mcat143774.tif
lewis_t378,mcat143781.tif|mcat143782.tif|mcat143783.tif|mcat143784.tif
lewis_t379,mcat143791.tif|mcat143792.tif|mcat143793.tif|mcat143794.tif
lewis_t380,mcat143801.tif|mcat143802.tif
lewis_t381,mcat143811.tif|mcat143812.tif
lewis_t382,mcat143821.tif|mcat143822.tif
lewis_t383,mcat143831.tif|mcat143832.tif|mcat143833.tif|mcat143834.tif
lewis_t384,mcat143841.tif|mcat143842.tif
lewis_t385,mcat143851.tif|mcat143852.tif
lewis_t386,mcat143861.tif|mcat143862.tif
lewis_t387,mcat143871.tif|mcat143872.tif
lewis_t388,mcat143881.tif|mcat143882.tif
lewis_t389,mcat143891.tif|mcat143892.tif
lewis_t390,mcat143901.tif|mcat143902.tif
lewis_t391,mcat143911.tif|mcat143912.tif
lewis_t392,mcat143921.tif|mcat143922.tif
lewis_t393,mcat143931.tif|mcat143932.tif
lewis_t394,mcat143941.tif|mcat143942.tif|mcat143943.tif|mcat143944.tif
lewis_t395,mcat143951.tif|mcat143952.tif
lewis_t396,mcat143961.tif|mcat143962.tif|mcat143963.tif|mcat143964.tif
lewis_t397,mcat143971.tif|mcat143972.tif
lewis_t398,mcat143981.tif|mcat143982.tif|mcat143983.tif|mcat143984.tif|mcat143985.tif|mcat143986.tif
lewis_t399,mcat153991.tif
lewis_t399a,mcat153992.tif
lewis_t400,mcat154001.tif
lewis_t401,mcat154011.tif|mcat154012.tif
lewis_t402,mcat154021.tif|mcat154022.tif
lewis_t403,mcat154031.tif|mcat154032.tif|mcat154033.tif
lewis_t404,mcat154041.tif|mcat154042.tif
lewis_t405,mcat154051.tif|mcat154052.tif
lewis_t406,mcat154061.tif
lewis_t407,mcat154071.tif|mcat154072.tif
lewis_t408,mcat154081.tif
lewis_t409,mcat154091.tif
lewis_t410,mcat154101.tif|mcat154102.tif
lewis_t486,mcat154861.tif|mcat154862.tif
lewis_t487,mcat154871.tif|mcat154872.tif
